Selected	index	ID	LINcode (N. gonorrhoeae cgMLST v2)	LINcode (N. gonorrhoeae cgMLST v2)[10]	LINcode (N. gonorrhoeae cgMLST v2)[1]	LINcode (N. gonorrhoeae cgMLST v2)[2]	LINcode (N. gonorrhoeae cgMLST v2)[3]	LINcode (N. gonorrhoeae cgMLST v2)[4]	LINcode (N. gonorrhoeae cgMLST v2)[5]	LINcode (N. gonorrhoeae cgMLST v2)[6]	LINcode (N. gonorrhoeae cgMLST v2)[7]	LINcode (N. gonorrhoeae cgMLST v2)[8]	LINcode (N. gonorrhoeae cgMLST v2)[9]	country	isolate	year
	1337	155472	0_0_28_3_0_0_0_0_0_0_0	0_0_28_3_0_0_0_0_0_0	0	0_0	0_0_28	0_0_28_3	0_0_28_3_0	0_0_28_3_0_0	0_0_28_3_0_0_0	0_0_28_3_0_0_0_0	0_0_28_3_0_0_0_0_0	South Africa	17MUS-AH105	2017
	1338	155473	0_18_22_8_0_0_0_0_0_0_0	0_18_22_8_0_0_0_0_0_0	0	0_18	0_18_22	0_18_22_8	0_18_22_8_0	0_18_22_8_0_0	0_18_22_8_0_0_0	0_18_22_8_0_0_0_0	0_18_22_8_0_0_0_0_0	South Africa	17MUS-AH106	2017
	1339	155474	0_2_86_0_0_0_0_0_0_0_0	0_2_86_0_0_0_0_0_0_0	0	0_2	0_2_86	0_2_86_0	0_2_86_0_0	0_2_86_0_0_0	0_2_86_0_0_0_0	0_2_86_0_0_0_0_0	0_2_86_0_0_0_0_0_0	South Africa	17MUS-AH107	2017
	1340	155475	0_0_25_0_2_0_0_0_0_0_0	0_0_25_0_2_0_0_0_0_0	0	0_0	0_0_25	0_0_25_0	0_0_25_0_2	0_0_25_0_2_0	0_0_25_0_2_0_0	0_0_25_0_2_0_0_0	0_0_25_0_2_0_0_0_0	South Africa	17MUS-AH108-1	2017
	1341	155476	0_0_25_0_2_0_0_0_0_0_0	0_0_25_0_2_0_0_0_0_0	0	0_0	0_0_25	0_0_25_0	0_0_25_0_2	0_0_25_0_2_0	0_0_25_0_2_0_0	0_0_25_0_2_0_0_0	0_0_25_0_2_0_0_0_0	South Africa	17MUS-AH108-2	2017
	1342	155477	0_0_33_12_344_1_0_0_0_0_0	0_0_33_12_344_1_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_344	0_0_33_12_344_1	0_0_33_12_344_1_0	0_0_33_12_344_1_0_0	0_0_33_12_344_1_0_0_0	South Africa	17MUS-AH110	2017
	1343	155478	0_0_33_12_356_0_0_0_0_0_0	0_0_33_12_356_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_356	0_0_33_12_356_0	0_0_33_12_356_0_0	0_0_33_12_356_0_0_0	0_0_33_12_356_0_0_0_0	South Africa	17MUS-AH111	2017
	1344	155479	0_0_33_12_365_0_0_0_0_0_0	0_0_33_12_365_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_365	0_0_33_12_365_0	0_0_33_12_365_0_0	0_0_33_12_365_0_0_0	0_0_33_12_365_0_0_0_0	South Africa	17MUS-AH112	2017
	1345	155480	0_2_71_0_0_2_0_0_0_0_0	0_2_71_0_0_2_0_0_0_0	0	0_2	0_2_71	0_2_71_0	0_2_71_0_0	0_2_71_0_0_2	0_2_71_0_0_2_0	0_2_71_0_0_2_0_0	0_2_71_0_0_2_0_0_0	South Africa	17MUS-AH116	2017
	1346	155481	0_0_47_11_1_0_0_1_0_0_0	0_0_47_11_1_0_0_1_0_0	0	0_0	0_0_47	0_0_47_11	0_0_47_11_1	0_0_47_11_1_0	0_0_47_11_1_0_0	0_0_47_11_1_0_0_1	0_0_47_11_1_0_0_1_0	South Africa	17MUS-AH123	2017
	1347	155482	0_0_33_12_362_0_0_0_0_0_0	0_0_33_12_362_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_362	0_0_33_12_362_0	0_0_33_12_362_0_0	0_0_33_12_362_0_0_0	0_0_33_12_362_0_0_0_0	South Africa	17MUS-AH124	2017
	1348	155483	1_1_17_4_24_0_0_0_0_0_0	1_1_17_4_24_0_0_0_0_0	1	1_1	1_1_17	1_1_17_4	1_1_17_4_24	1_1_17_4_24_0	1_1_17_4_24_0_0	1_1_17_4_24_0_0_0	1_1_17_4_24_0_0_0_0	South Africa	MP12-MUS-001	2012
	1349	155484	1_1_17_4_25_0_0_0_0_0_0	1_1_17_4_25_0_0_0_0_0	1	1_1	1_1_17	1_1_17_4	1_1_17_4_25	1_1_17_4_25_0	1_1_17_4_25_0_0	1_1_17_4_25_0_0_0	1_1_17_4_25_0_0_0_0	South Africa	MP12-MUS-010	2012
	1350	155485	0_0_23_2_14_0_0_0_0_0_0	0_0_23_2_14_0_0_0_0_0	0	0_0	0_0_23	0_0_23_2	0_0_23_2_14	0_0_23_2_14_0	0_0_23_2_14_0_0	0_0_23_2_14_0_0_0	0_0_23_2_14_0_0_0_0	South Africa	MP12-MUS-012	2012
	1351	155486	0_18_22_0_1_0_0_0_0_0_0	0_18_22_0_1_0_0_0_0_0	0	0_18	0_18_22	0_18_22_0	0_18_22_0_1	0_18_22_0_1_0	0_18_22_0_1_0_0	0_18_22_0_1_0_0_0	0_18_22_0_1_0_0_0_0	South Africa	MP12-MUS-013	2012
	1352	155487	0_18_22_6_0_0_0_0_0_0_0	0_18_22_6_0_0_0_0_0_0	0	0_18	0_18_22	0_18_22_6	0_18_22_6_0	0_18_22_6_0_0	0_18_22_6_0_0_0	0_18_22_6_0_0_0_0	0_18_22_6_0_0_0_0_0	South Africa	MP12-MUS-015	2012
	1353	155488	1_1_27_6_15_0_0_0_0_0_0	1_1_27_6_15_0_0_0_0_0	1	1_1	1_1_27	1_1_27_6	1_1_27_6_15	1_1_27_6_15_0	1_1_27_6_15_0_0	1_1_27_6_15_0_0_0	1_1_27_6_15_0_0_0_0	South Africa	MP12-MUS-028	2012
	1354	155489	0_0_23_39_0_0_0_0_0_0_0	0_0_23_39_0_0_0_0_0_0	0	0_0	0_0_23	0_0_23_39	0_0_23_39_0	0_0_23_39_0_0	0_0_23_39_0_0_0	0_0_23_39_0_0_0_0	0_0_23_39_0_0_0_0_0	South Africa	MP12-MUS-030	2012
	1355	155490	0_0_33_12_357_0_0_0_0_0_0	0_0_33_12_357_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_357	0_0_33_12_357_0	0_0_33_12_357_0_0	0_0_33_12_357_0_0_0	0_0_33_12_357_0_0_0_0	South Africa	MP12-MUS-035	2012
	1356	155491	0_0_23_2_15_0_0_0_0_0_0	0_0_23_2_15_0_0_0_0_0	0	0_0	0_0_23	0_0_23_2	0_0_23_2_15	0_0_23_2_15_0	0_0_23_2_15_0_0	0_0_23_2_15_0_0_0	0_0_23_2_15_0_0_0_0	South Africa	MP12-MUS-037	2012
	1357	155492	0_0_47_6_24_0_0_0_0_0_0	0_0_47_6_24_0_0_0_0_0	0	0_0	0_0_47	0_0_47_6	0_0_47_6_24	0_0_47_6_24_0	0_0_47_6_24_0_0	0_0_47_6_24_0_0_0	0_0_47_6_24_0_0_0_0	South Africa	MP12-MUS-041	2012
	1358	155493	0_0_23_34_1_0_0_0_0_0_0	0_0_23_34_1_0_0_0_0_0	0	0_0	0_0_23	0_0_23_34	0_0_23_34_1	0_0_23_34_1_0	0_0_23_34_1_0_0	0_0_23_34_1_0_0_0	0_0_23_34_1_0_0_0_0	South Africa	MP12-MUS-044	2012
	1359	155494	1_1_27_17_0_0_0_0_0_0_0	1_1_27_17_0_0_0_0_0_0	1	1_1	1_1_27	1_1_27_17	1_1_27_17_0	1_1_27_17_0_0	1_1_27_17_0_0_0	1_1_27_17_0_0_0_0	1_1_27_17_0_0_0_0_0	South Africa	MP12-MUS-046	2012
	1360	155495	1_1_17_4_26_0_0_0_0_0_0	1_1_17_4_26_0_0_0_0_0	1	1_1	1_1_17	1_1_17_4	1_1_17_4_26	1_1_17_4_26_0	1_1_17_4_26_0_0	1_1_17_4_26_0_0_0	1_1_17_4_26_0_0_0_0	South Africa	MP12-MUS-047	2012
	1361	155496	0_2_21_0_7_1_0_0_0_0_0	0_2_21_0_7_1_0_0_0_0	0	0_2	0_2_21	0_2_21_0	0_2_21_0_7	0_2_21_0_7_1	0_2_21_0_7_1_0	0_2_21_0_7_1_0_0	0_2_21_0_7_1_0_0_0	South Africa	MP12-MUS-048	2012
	1362	155497	0_0_33_12_156_2_0_0_0_0_0	0_0_33_12_156_2_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_156	0_0_33_12_156_2	0_0_33_12_156_2_0	0_0_33_12_156_2_0_0	0_0_33_12_156_2_0_0_0	South Africa	MP12-MUS-050	2012
	1363	155498	0_31_0_0_0_0_0_0_0_0_0	0_31_0_0_0_0_0_0_0_0	0	0_31	0_31_0	0_31_0_0	0_31_0_0_0	0_31_0_0_0_0	0_31_0_0_0_0_0	0_31_0_0_0_0_0_0	0_31_0_0_0_0_0_0_0	South Africa	MP12-MUS-051	2012
	1364	155499	0_0_36_0_9_0_0_0_0_0_0	0_0_36_0_9_0_0_0_0_0	0	0_0	0_0_36	0_0_36_0	0_0_36_0_9	0_0_36_0_9_0	0_0_36_0_9_0_0	0_0_36_0_9_0_0_0	0_0_36_0_9_0_0_0_0	South Africa	MP12-MUS-053	2012
	1365	155500	1_1_17_21_0_0_0_0_0_0_0	1_1_17_21_0_0_0_0_0_0	1	1_1	1_1_17	1_1_17_21	1_1_17_21_0	1_1_17_21_0_0	1_1_17_21_0_0_0	1_1_17_21_0_0_0_0	1_1_17_21_0_0_0_0_0	South Africa	MP12-MUS-055	2012
	1366	155501	1_1_27_6_2_1_0_0_0_0_0	1_1_27_6_2_1_0_0_0_0	1	1_1	1_1_27	1_1_27_6	1_1_27_6_2	1_1_27_6_2_1	1_1_27_6_2_1_0	1_1_27_6_2_1_0_0	1_1_27_6_2_1_0_0_0	South Africa	MP12-MUS-056	2012
	1367	155502	1_1_27_6_14_0_0_0_0_0_0	1_1_27_6_14_0_0_0_0_0	1	1_1	1_1_27	1_1_27_6	1_1_27_6_14	1_1_27_6_14_0	1_1_27_6_14_0_0	1_1_27_6_14_0_0_0	1_1_27_6_14_0_0_0_0	South Africa	MP12-MUS-057	2012
	1368	155503	0_0_33_12_353_0_0_0_0_0_0	0_0_33_12_353_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_353	0_0_33_12_353_0	0_0_33_12_353_0_0	0_0_33_12_353_0_0_0	0_0_33_12_353_0_0_0_0	South Africa	MP12-MUS-059	2012
	1369	155504	1_1_27_20_0_0_0_0_0_0_0	1_1_27_20_0_0_0_0_0_0	1	1_1	1_1_27	1_1_27_20	1_1_27_20_0	1_1_27_20_0_0	1_1_27_20_0_0_0	1_1_27_20_0_0_0_0	1_1_27_20_0_0_0_0_0	South Africa	MP12-MUS-060	2012
	1370	155508	0_0_47_6_33_0_0_0_0_0_0	0_0_47_6_33_0_0_0_0_0	0	0_0	0_0_47	0_0_47_6	0_0_47_6_33	0_0_47_6_33_0	0_0_47_6_33_0_0	0_0_47_6_33_0_0_0	0_0_47_6_33_0_0_0_0	South Africa	MP12-MUS-066	2012
	1371	155509	0_0_47_6_33_0_0_0_0_0_0	0_0_47_6_33_0_0_0_0_0	0	0_0	0_0_47	0_0_47_6	0_0_47_6_33	0_0_47_6_33_0	0_0_47_6_33_0_0	0_0_47_6_33_0_0_0	0_0_47_6_33_0_0_0_0	South Africa	MP12-MUS-069	2012
	1372	155510	1_1_27_6_2_2_0_0_0_0_0	1_1_27_6_2_2_0_0_0_0	1	1_1	1_1_27	1_1_27_6	1_1_27_6_2	1_1_27_6_2_2	1_1_27_6_2_2_0	1_1_27_6_2_2_0_0	1_1_27_6_2_2_0_0_0	South Africa	MP12-MUS-074	2012
	1373	155511	1_1_27_17_0_0_0_0_0_0_0	1_1_27_17_0_0_0_0_0_0	1	1_1	1_1_27	1_1_27_17	1_1_27_17_0	1_1_27_17_0_0	1_1_27_17_0_0_0	1_1_27_17_0_0_0_0	1_1_27_17_0_0_0_0_0	South Africa	MP12-MUS-078	2012
	1374	155512	0_0_18_23_7_0_0_0_0_0_0	0_0_18_23_7_0_0_0_0_0	0	0_0	0_0_18	0_0_18_23	0_0_18_23_7	0_0_18_23_7_0	0_0_18_23_7_0_0	0_0_18_23_7_0_0_0	0_0_18_23_7_0_0_0_0	South Africa	MP12-MUS-079	2012
	1375	155513	1_1_17_21_1_0_0_0_0_0_0	1_1_17_21_1_0_0_0_0_0	1	1_1	1_1_17	1_1_17_21	1_1_17_21_1	1_1_17_21_1_0	1_1_17_21_1_0_0	1_1_17_21_1_0_0_0	1_1_17_21_1_0_0_0_0	South Africa	KN13-MUS-001	2013
	1376	155514	0_0_33_12_371_0_0_0_0_0_0	0_0_33_12_371_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_371	0_0_33_12_371_0	0_0_33_12_371_0_0	0_0_33_12_371_0_0_0	0_0_33_12_371_0_0_0_0	South Africa	KN13-MUS-003	2013
	1377	155515												South Africa	KN13-MUS-014	2013
	1378	155516	0_16_0_1_45_0_0_0_0_0_0	0_16_0_1_45_0_0_0_0_0	0	0_16	0_16_0	0_16_0_1	0_16_0_1_45	0_16_0_1_45_0	0_16_0_1_45_0_0	0_16_0_1_45_0_0_0	0_16_0_1_45_0_0_0_0	South Africa	KN13-MUS-073	2013
	1379	155517	0_0_47_6_28_0_0_0_0_0_0	0_0_47_6_28_0_0_0_0_0	0	0_0	0_0_47	0_0_47_6	0_0_47_6_28	0_0_47_6_28_0	0_0_47_6_28_0_0	0_0_47_6_28_0_0_0	0_0_47_6_28_0_0_0_0	South Africa	KN13-MUS-075	2013
	1380	155518												South Africa	KN13-MUS-076	2013
	1381	155519	0_16_0_1_6_0_1_0_0_0_0	0_16_0_1_6_0_1_0_0_0	0	0_16	0_16_0	0_16_0_1	0_16_0_1_6	0_16_0_1_6_0	0_16_0_1_6_0_1	0_16_0_1_6_0_1_0	0_16_0_1_6_0_1_0_0	South Africa	KN13-MUS-078	2013
	1382	155520	0_0_33_12_146_1_0_0_0_0_0	0_0_33_12_146_1_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_146	0_0_33_12_146_1	0_0_33_12_146_1_0	0_0_33_12_146_1_0_0	0_0_33_12_146_1_0_0_0	South Africa	KN13-MUS-079	2013
	1383	155521	0_0_47_6_32_0_0_0_0_0_0	0_0_47_6_32_0_0_0_0_0	0	0_0	0_0_47	0_0_47_6	0_0_47_6_32	0_0_47_6_32_0	0_0_47_6_32_0_0	0_0_47_6_32_0_0_0	0_0_47_6_32_0_0_0_0	South Africa	KN13-MUS-088	2013
	1384	155522	0_0_47_6_29_0_0_0_0_0_0	0_0_47_6_29_0_0_0_0_0	0	0_0	0_0_47	0_0_47_6	0_0_47_6_29	0_0_47_6_29_0	0_0_47_6_29_0_0	0_0_47_6_29_0_0_0	0_0_47_6_29_0_0_0_0	South Africa	KN13-MUS-090	2013
	1385	155523	0_0_23_8_2_0_0_0_0_0_0	0_0_23_8_2_0_0_0_0_0	0	0_0	0_0_23	0_0_23_8	0_0_23_8_2	0_0_23_8_2_0	0_0_23_8_2_0_0	0_0_23_8_2_0_0_0	0_0_23_8_2_0_0_0_0	South Africa	KN13-MUS-098	2013
	1386	155524	0_0_33_12_376_0_0_0_0_0_0	0_0_33_12_376_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_376	0_0_33_12_376_0	0_0_33_12_376_0_0	0_0_33_12_376_0_0_0	0_0_33_12_376_0_0_0_0	South Africa	KN13-MUS-106	2013
	1387	155525	0_0_33_12_368_0_0_0_0_0_0	0_0_33_12_368_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_368	0_0_33_12_368_0	0_0_33_12_368_0_0	0_0_33_12_368_0_0_0	0_0_33_12_368_0_0_0_0	South Africa	KN13-MUS-111	2013
	1388	155526	0_16_0_1_6_6_0_0_0_0_0	0_16_0_1_6_6_0_0_0_0	0	0_16	0_16_0	0_16_0_1	0_16_0_1_6	0_16_0_1_6_6	0_16_0_1_6_6_0	0_16_0_1_6_6_0_0	0_16_0_1_6_6_0_0_0	South Africa	KN13-MUS-120	2013
	1389	155527	0_0_23_3_5_0_0_0_0_0_0	0_0_23_3_5_0_0_0_0_0	0	0_0	0_0_23	0_0_23_3	0_0_23_3_5	0_0_23_3_5_0	0_0_23_3_5_0_0	0_0_23_3_5_0_0_0	0_0_23_3_5_0_0_0_0	South Africa	KN13-MUS-129	2013
	1390	155528	0_0_33_12_386_0_0_0_0_0_0	0_0_33_12_386_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_386	0_0_33_12_386_0	0_0_33_12_386_0_0	0_0_33_12_386_0_0_0	0_0_33_12_386_0_0_0_0	South Africa	KN13-MUS-131	2013
	1391	155529	0_16_0_18_0_0_0_0_0_0_0	0_16_0_18_0_0_0_0_0_0	0	0_16	0_16_0	0_16_0_18	0_16_0_18_0	0_16_0_18_0_0	0_16_0_18_0_0_0	0_16_0_18_0_0_0_0	0_16_0_18_0_0_0_0_0	South Africa	KN13-MUS-132	2013
	1392	155530	0_0_47_11_1_10_0_1_0_0_0	0_0_47_11_1_10_0_1_0_0	0	0_0	0_0_47	0_0_47_11	0_0_47_11_1	0_0_47_11_1_10	0_0_47_11_1_10_0	0_0_47_11_1_10_0_1	0_0_47_11_1_10_0_1_0	South Africa	KN13-MUS-137	2013
	1393	155531	0_12_10_4_0_0_0_0_0_0_0	0_12_10_4_0_0_0_0_0_0	0	0_12	0_12_10	0_12_10_4	0_12_10_4_0	0_12_10_4_0_0	0_12_10_4_0_0_0	0_12_10_4_0_0_0_0	0_12_10_4_0_0_0_0_0	South Africa	KN13-MUS-140	2013
	1394	155532	0_0_33_12_169_1_0_0_0_0_0	0_0_33_12_169_1_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_169	0_0_33_12_169_1	0_0_33_12_169_1_0	0_0_33_12_169_1_0_0	0_0_33_12_169_1_0_0_0	South Africa	KN13-MUS-141	2013
	1395	155533	0_0_33_12_89_4_0_0_0_0_0	0_0_33_12_89_4_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_89	0_0_33_12_89_4	0_0_33_12_89_4_0	0_0_33_12_89_4_0_0	0_0_33_12_89_4_0_0_0	South Africa	KN13-MUS-143	2013
	1396	155534	1_1_17_4_28_0_0_0_0_0_0	1_1_17_4_28_0_0_0_0_0	1	1_1	1_1_17	1_1_17_4	1_1_17_4_28	1_1_17_4_28_0	1_1_17_4_28_0_0	1_1_17_4_28_0_0_0	1_1_17_4_28_0_0_0_0	South Africa	KN13-MUS-145	2013
	1397	155535	0_0_47_6_3_1_0_0_0_0_0	0_0_47_6_3_1_0_0_0_0	0	0_0	0_0_47	0_0_47_6	0_0_47_6_3	0_0_47_6_3_1	0_0_47_6_3_1_0	0_0_47_6_3_1_0_0	0_0_47_6_3_1_0_0_0	South Africa	KN13-MUS-180	2013
	1398	155536	0_0_23_3_4_0_0_0_0_0_0	0_0_23_3_4_0_0_0_0_0	0	0_0	0_0_23	0_0_23_3	0_0_23_3_4	0_0_23_3_4_0	0_0_23_3_4_0_0	0_0_23_3_4_0_0_0	0_0_23_3_4_0_0_0_0	South Africa	KN13-MUS-197	2013
	1399	155537	0_0_33_12_89_5_0_0_0_0_0	0_0_33_12_89_5_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_89	0_0_33_12_89_5	0_0_33_12_89_5_0	0_0_33_12_89_5_0_0	0_0_33_12_89_5_0_0_0	South Africa	KN13-MUS-200	2013
	1400	155538												South Africa	KN13-MUS-202	2013
	1401	155539												South Africa	15MUS-GQ003	2015
	1402	155540												South Africa	15MUS-GQ005	2015
	1403	155541	0_16_0_1_44_0_0_0_0_0_0	0_16_0_1_44_0_0_0_0_0	0	0_16	0_16_0	0_16_0_1	0_16_0_1_44	0_16_0_1_44_0	0_16_0_1_44_0_0	0_16_0_1_44_0_0_0	0_16_0_1_44_0_0_0_0	South Africa	15MUS-GQ006	2015
	1404	155542	0_0_47_6_27_0_0_0_0_0_0	0_0_47_6_27_0_0_0_0_0	0	0_0	0_0_47	0_0_47_6	0_0_47_6_27	0_0_47_6_27_0	0_0_47_6_27_0_0	0_0_47_6_27_0_0_0	0_0_47_6_27_0_0_0_0	South Africa	15MUS-GQ007	2015
	1405	155543	0_16_0_1_44_0_0_0_0_0_0	0_16_0_1_44_0_0_0_0_0	0	0_16	0_16_0	0_16_0_1	0_16_0_1_44	0_16_0_1_44_0	0_16_0_1_44_0_0	0_16_0_1_44_0_0_0	0_16_0_1_44_0_0_0_0	South Africa	15MUS-GQ009-1	2015
	1406	155544	0_16_0_1_44_0_0_0_0_0_0	0_16_0_1_44_0_0_0_0_0	0	0_16	0_16_0	0_16_0_1	0_16_0_1_44	0_16_0_1_44_0	0_16_0_1_44_0_0	0_16_0_1_44_0_0_0	0_16_0_1_44_0_0_0_0	South Africa	15MUS-GQ009-2	2015
	1407	155545												South Africa	15MUS-GQ040	2015
	1408	155546												South Africa	15MUS-GQ047	2015
	1409	155547	0_18_24_0_1_0_0_0_0_0_0	0_18_24_0_1_0_0_0_0_0	0	0_18	0_18_24	0_18_24_0	0_18_24_0_1	0_18_24_0_1_0	0_18_24_0_1_0_0	0_18_24_0_1_0_0_0	0_18_24_0_1_0_0_0_0	South Africa	15MUS-GQ049	2015
	1410	155548	0_16_0_1_6_7_0_0_0_0_0	0_16_0_1_6_7_0_0_0_0	0	0_16	0_16_0	0_16_0_1	0_16_0_1_6	0_16_0_1_6_7	0_16_0_1_6_7_0	0_16_0_1_6_7_0_0	0_16_0_1_6_7_0_0_0	South Africa	15MUS-GQ053	2015
	1411	155549												South Africa	15MUS-GQ151	2015
	1412	155550												South Africa	14MUS-JO004	2014
	1413	155551	0_0_33_12_393_0_0_0_0_0_0	0_0_33_12_393_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_393	0_0_33_12_393_0	0_0_33_12_393_0_0	0_0_33_12_393_0_0_0	0_0_33_12_393_0_0_0_0	South Africa	14MUS-JO006	2014
	1414	155552												South Africa	14MUS-JO009	2014
	1415	155553	0_0_33_12_194_1_0_0_0_0_0	0_0_33_12_194_1_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_194	0_0_33_12_194_1	0_0_33_12_194_1_0	0_0_33_12_194_1_0_0	0_0_33_12_194_1_0_0_0	South Africa	14MUS-JO011	2014
	1416	155554												South Africa	14MUS-JO015	2014
	1417	155555												South Africa	14MUS-JO017	2014
	1418	155556	0_0_36_1_1_1_0_0_0_0_0	0_0_36_1_1_1_0_0_0_0	0	0_0	0_0_36	0_0_36_1	0_0_36_1_1	0_0_36_1_1_1	0_0_36_1_1_1_0	0_0_36_1_1_1_0_0	0_0_36_1_1_1_0_0_0	South Africa	14MUS-JO020	2014
	1419	155557	0_0_33_12_194_1_0_0_0_1_0	0_0_33_12_194_1_0_0_0_1	0	0_0	0_0_33	0_0_33_12	0_0_33_12_194	0_0_33_12_194_1	0_0_33_12_194_1_0	0_0_33_12_194_1_0_0	0_0_33_12_194_1_0_0_0	South Africa	14MUS-JO027	2014
	1420	155558												South Africa	14MUS-JO028	2014
	1421	155559												South Africa	14MUS-JO029	2014
	1422	155560	0_0_33_12_394_0_0_0_0_0_0	0_0_33_12_394_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_394	0_0_33_12_394_0	0_0_33_12_394_0_0	0_0_33_12_394_0_0_0	0_0_33_12_394_0_0_0_0	South Africa	14MUS-JO030	2014
	1423	155561	0_0_33_12_89_6_0_0_0_0_0	0_0_33_12_89_6_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_89	0_0_33_12_89_6	0_0_33_12_89_6_0	0_0_33_12_89_6_0_0	0_0_33_12_89_6_0_0_0	South Africa	14MUS-JO033	2014
	1424	155562	0_0_33_12_372_0_0_0_0_0_0	0_0_33_12_372_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_372	0_0_33_12_372_0	0_0_33_12_372_0_0	0_0_33_12_372_0_0_0	0_0_33_12_372_0_0_0_0	South Africa	14MUS-JO037	2014
	1425	155563	0_0_28_1_3_0_0_0_0_0_0	0_0_28_1_3_0_0_0_0_0	0	0_0	0_0_28	0_0_28_1	0_0_28_1_3	0_0_28_1_3_0	0_0_28_1_3_0_0	0_0_28_1_3_0_0_0	0_0_28_1_3_0_0_0_0	South Africa	14MUS-JO038	2014
	1426	155564	0_0_36_1_12_0_0_0_0_0_0	0_0_36_1_12_0_0_0_0_0	0	0_0	0_0_36	0_0_36_1	0_0_36_1_12	0_0_36_1_12_0	0_0_36_1_12_0_0	0_0_36_1_12_0_0_0	0_0_36_1_12_0_0_0_0	South Africa	14MUS-JO040	2014
	1427	155565	0_0_23_2_16_0_0_0_0_0_0	0_0_23_2_16_0_0_0_0_0	0	0_0	0_0_23	0_0_23_2	0_0_23_2_16	0_0_23_2_16_0	0_0_23_2_16_0_0	0_0_23_2_16_0_0_0	0_0_23_2_16_0_0_0_0	South Africa	14MUS-JO041	2014
	1428	155566	0_0_33_47_3_0_0_0_0_0_0	0_0_33_47_3_0_0_0_0_0	0	0_0	0_0_33	0_0_33_47	0_0_33_47_3	0_0_33_47_3_0	0_0_33_47_3_0_0	0_0_33_47_3_0_0_0	0_0_33_47_3_0_0_0_0	South Africa	14MUS-JO045	2014
	1429	155567												South Africa	14MUS-JO055	2014
	1430	155568	0_0_28_1_2_0_0_0_0_0_0	0_0_28_1_2_0_0_0_0_0	0	0_0	0_0_28	0_0_28_1	0_0_28_1_2	0_0_28_1_2_0	0_0_28_1_2_0_0	0_0_28_1_2_0_0_0	0_0_28_1_2_0_0_0_0	South Africa	14MUS-JO060	2014
	1431	155569	0_0_33_12_378_0_0_0_0_0_0	0_0_33_12_378_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_378	0_0_33_12_378_0	0_0_33_12_378_0_0	0_0_33_12_378_0_0_0	0_0_33_12_378_0_0_0_0	South Africa	14MUS-JO064	2014
	1432	155570	0_0_33_12_373_0_0_0_0_0_0	0_0_33_12_373_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_373	0_0_33_12_373_0	0_0_33_12_373_0_0	0_0_33_12_373_0_0_0	0_0_33_12_373_0_0_0_0	South Africa	14MUS-JO066	2014
	1433	155571	0_0_33_12_367_0_0_0_0_0_0	0_0_33_12_367_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_367	0_0_33_12_367_0	0_0_33_12_367_0_0	0_0_33_12_367_0_0_0	0_0_33_12_367_0_0_0_0	South Africa	14MUS-JO067	2014
	1434	155572	0_0_33_12_389_0_0_0_0_0_0	0_0_33_12_389_0_0_0_0_0	0	0_0	0_0_33	0_0_33_12	0_0_33_12_389	0_0_33_12_389_0	0_0_33_12_389_0_0	0_0_33_12_389_0_0_0	0_0_33_12_389_0_0_0_0	South Africa	14MUS-JO068	2014
	1435	155573	1_1_17_21_1_1_0_0_0_0_0	1_1_17_21_1_1_0_0_0_0	1	1_1	1_1_17	1_1_17_21	1_1_17_21_1	1_1_17_21_1_1	1_1_17_21_1_1_0	1_1_17_21_1_1_0_0	1_1_17_21_1_1_0_0_0	South Africa	14MUS-JO076	2014
